Geschäftsnummer,Geschäftstyp,Urheber,Stand,Geschäftstitel,Link zur Geschäftsseite,eingereicht_am,unterzeichner1,unterzeichner2,unterzeichner3,unterzeichner4,unterzeichner5,unterzeichner6,unterzeichner7,unterzeichner8,unterzeichner9,unterzeichner10,unterzeichner11,unterzeichner12,unterzeichner13,unterzeichner14,unterzeichner15,unterzeichner16,unterzeichner17,unterzeichner18,unterzeichner19,unterzeichner20,unterzeichner21,unterzeichner22,unterzeichner23,unterzeichner24,unterzeichner25,unterzeichner26,unterzeichner27,unterzeichner28,unterzeichner29,unterzeichner30,unterzeichner31,unterzeichner32,unterzeichner33,unterzeichner34,unterzeichner35,unterzeichner36,unterzeichner37,unterzeichner38,unterzeichner39,unterzeichner40,unterzeichner41,unterzeichner42,unterzeichner43,unterzeichner44,unterzeichner45,unterzeichner46,id_Urheber,id_unterzeichner1,id_unterzeichner2,id_unterzeichner3,id_unterzeichner4,id_unterzeichner5,id_unterzeichner6,id_unterzeichner7,id_unterzeichner8,id_unterzeichner9,id_unterzeichner10,id_unterzeichner11,id_unterzeichner12,id_unterzeichner13,id_unterzeichner14,id_unterzeichner15,id_unterzeichner16,id_unterzeichner17,id_unterzeichner18,id_unterzeichner19,id_unterzeichner20,id_unterzeichner21,id_unterzeichner22,id_unterzeichner23,id_unterzeichner24,id_unterzeichner25,id_unterzeichner26,id_unterzeichner27,id_unterzeichner28,id_unterzeichner29,id_unterzeichner30,id_unterzeichner31,id_unterzeichner32,id_unterzeichner33,id_unterzeichner34,id_unterzeichner35,id_unterzeichner36,id_unterzeichner37,id_unterzeichner38,id_unterzeichner39,id_unterzeichner40,id_unterzeichner41,id_unterzeichner42,id_unterzeichner43,id_unterzeichner44,id_unterzeichner45,id_unterzeichner46,unterzeichner_ids
25.3159,Interpellation,Graf Maya,Erledigt,Wo steht die Umsetzung der Pflanzenzüchtungsstrategie 2050?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253159,2025-03-19,Graf Maya,Hegglin Peter,Hurni Baptiste,Juillard Charles,Moser Tiana Angelina,Salzmann Werner,Stark Jakob,Vara Céline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,102,317,NA,402,147,301,384,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25.3875,Interpellation,Weichelt Manuela,Eingereicht,Nimmt der Bund seine gesetzlichen Aufgaben zum Schutz der Gesundheit wahr?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253875,2025-06-20,Weichelt Manuela,Arslan Sibel,Baumann Kilian,Brenzikofer Florence,Chollet Clarence,Clivaz Christophe,Crottaz Brigitte,Glättli Balthasar,Gysi Barbara,Klopfenstein Broggini Delphine,Porchet Léonore,Prelicz-Huber Katharina,Ryser Franziska,Schlatter Marionna,Schneider Meret,Stämpfli Fabienne,Töngi Michael,Walder Nicolas,Wettstein Felix,Zybach Ursula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,386,264,358,424,NA,383,330,98,110,403,410,411,346,349,350,502,334,422,354,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25.3844,Interpellation,Zybach Ursula,Eingereicht,Plastikverpackung von Frischgemüse und Früchten – Anreize für Praxisänderungen schaffen,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253844,2025-06-20,Zybach Ursula,Baumann Kilian,Brizzi Simona,Candan Hasan,De Ventura Linda,Giacometti Anna,Seiler Graf Priska,Töngi Michael,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457,457,358,NA,449,499,374,304,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25.3841,Interpellation,Schmezer Ueli,Eingereicht,Das Leiden der Fische – was unternimmt der Bund?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253841,2025-06-20,Schmezer Ueli,Alijaj Islam,Amoos Emmanuel,Arslan Sibel,Baumann Kilian,Bendahan Samuel,Candan Hasan,Clivaz Christophe,Crottaz Brigitte,De Ventura Linda,Friedl Claudia,Glättli Balthasar,Jaccoud Jessica,Klopfenstein Broggini Delphine,Piller Carrard Valérie,Porchet Léonore,Prelicz-Huber Katharina,Pult Jon,Rumy Farah,Schläfli Nina,Schneider Meret,Seiler Graf Priska,Töngi Michael,Tuosto Brenda,Walder Nicolas,Wettstein Felix,Zybach Ursula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501,501,443,428,264,358,323,449,383,330,499,89,98,460,403,168,410,411,378,486,487,350,304,334,494,422,354,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25.3810,Interpellation,Candan Hasan,Eingereicht,Berner Konvention - Stand der Umsetzung durch den Bundesrat,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253810,2025-06-20,Candan Hasan,Amoos Emmanuel,Badran Jacqueline,Clivaz Christophe,De Ventura Linda,Flach Beat,Friedl Claudia,Jauslin Matthias Samuel,Klopfenstein Broggini Delphine,Porchet Léonore,Prelicz-Huber Katharina,Pult Jon,Roth David,Rumy Farah,Schläfli Nina,Schmezer Ueli,Schneider Meret,Töngi Michael,Walder Nicolas,Weichelt Manuela,Wettstein Felix,Wyss Sarah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,449,428,49,383,499,83,89,314,403,410,411,378,484,486,487,501,350,334,422,386,354,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25.3788,Interpellation,Gutjahr Diana,Eingereicht,Nachhaltigkeit oder Protektionismus? Zur Bevorzugung von Holz im Waldgesetz,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253788,2025-06-19,Gutjahr Diana,Giezendanner Benjamin,Pfister Gerhard,Wasserfallen Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,328,360,166,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25.3773,Interpellation,Molina Fabian,Eingereicht,Soziale und solidarische Wirtschaft stärken: Umsetzung der UNO-Resolution zur Förderung der sozialen und solidarischen Wirtschaft durch die Schweiz,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253773,2025-06-19,Molina Fabian,Gysi Barbara,Nussbaumer Eric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,332,110,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25.3747,Interpellation,Graf Maya,Eingereicht,Schmelzender Permafrost fordert die Schweiz heraus. Ist der Bund vorbereitet?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253747,2025-06-19,Graf Maya,Fivaz Fabien,Moser Tiana Angelina,Zopfi Mathias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,102,395,147,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25.3691,Interpellation,Wettstein Felix,Eingereicht,Funktionale Wasserregionen als Basis für künftiges Wassermanagement,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253691,2025-06-18,Wettstein Felix,Baumann Kilian,Brenzikofer Florence,Candan Hasan,Chollet Clarence,Clivaz Christophe,Glättli Balthasar,Klopfenstein Broggini Delphine,Schneider Meret,Töngi Michael,Walder Nicolas,Weichelt Manuela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,354,358,424,449,NA,383,98,403,350,334,422,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25.3632,Interpellation,Gafner Andreas,Eingereicht,Humanitärer Zugang und Menschenrechte in Myanmar nach dem Erdbeben,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253632,2025-06-17,Gafner Andreas,Jost Marc,Vontobel Erich,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376,376,437,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25.3507,Interpellation,Candan Hasan,Eingereicht,Mehr Transparenz bei Steuervergünstigungen und deren externen Kosten - nicht nur im Bereich Biodiversität,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253507,2025-05-07,Candan Hasan,Bendahan Samuel,Brenzikofer Florence,Clivaz Christophe,Crottaz Brigitte,De Ventura Linda,Docourt Martine,Fehlmann Rielle Laurence,Flach Beat,Gaillard Benoît,Klopfenstein Broggini Delphine,Schläfli Nina,Seiler Graf Priska,Töngi Michael,Wermuth Cédric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,449,323,424,383,330,499,NA,280,83,NA,403,487,304,334,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25.3454,Interpellation,Molina Fabian,Eingereicht,Anerkennung des Ökozids als strafbare Handlung und dessen Auswirkungen auf die Schweiz,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253454,2025-05-06,Molina Fabian,Friedl Claudia,Pult Jon,Rumy Farah,Walder Nicolas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,332,89,378,486,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25.3351,Interpellation,Masshardt Nadine,Stellungnahme zum Vorstoss liegt vor,Was unternimmt der Bundesrat gegen die Gefahr von Bleivergiftungen bei Kleinkindern?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253351,2025-03-21,Masshardt Nadine,Bendahan Samuel,Candan Hasan,Docourt Martine,Friedl Claudia,Piller Carrard Valérie,Revaz Estelle,Rumy Farah,Schläfli Nina,Wyss Sarah,Zybach Ursula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,144,323,449,NA,89,168,NA,486,487,426,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25.3337,Interpellation,Candan Hasan,Stellungnahme zum Vorstoss liegt vor,Internationale Biodiversitätsfinanzierung der Schweiz,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253337,2025-03-21,Candan Hasan,Alijaj Islam,Amoos Emmanuel,Bendahan Samuel,Bertschy Kathrin,Brenzikofer Florence,Brizzi Simona,Clivaz Christophe,Crottaz Brigitte,Docourt Martine,Fivaz Fabien,Friedl Claudia,Glättli Balthasar,Gysi Barbara,Marti Min Li,Prelicz-Huber Katharina,Schläfli Nina,Schlatter Marionna,Seiler Graf Priska,Töngi Michael,Trede Aline,Tuosto Brenda,Weichelt Manuela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,449,443,428,323,53,424,NA,383,330,NA,395,89,98,110,293,411,487,349,304,334,198,494,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25.3336,Interpellation,Ryser Franziska,Stellungnahme zum Vorstoss liegt vor,Nachhaltigkeitsberichterstattung. Ein Zwischenfazit,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253336,2025-03-21,Ryser Franziska,Candan Hasan,Flach Beat,Hess Lorenz,Michaud Gigon Sophie,Schlatter Marionna,Trede Aline,Widmer Céline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,346,449,83,11,367,349,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25.3319,Interpellation,Candan Hasan,Stellungnahme zum Vorstoss liegt vor,Den fachgerechten und gesetzeskonformen Unterhalt der national bedeutenden Biotope sicherstellen,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253319,2025-03-21,Candan Hasan,Alijaj Islam,Baumann Kilian,Bendahan Samuel,Brenzikofer Florence,Brizzi Simona,Clivaz Christophe,De Ventura Linda,Docourt Martine,Fivaz Fabien,Flach Beat,Friedl Claudia,Glättli Balthasar,Gysi Barbara,Jauslin Matthias Samuel,Klopfenstein Broggini Delphine,Marti Min Li,Michaud Gigon Sophie,Molina Fabian,Prelicz-Huber Katharina,Roth David,Schaffner Barbara,Schläfli Nina,Schlatter Marionna,Schmezer Ueli,Schneider Meret,Seiler Graf Priska,Töngi Michael,Tuosto Brenda,Walder Nicolas,Weichelt Manuela,Zybach Ursula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,449,443,358,323,424,NA,383,499,NA,395,83,89,98,110,314,403,293,367,332,411,484,418,487,349,501,350,304,334,494,422,386,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25.3312,Interpellation,Schlatter Marionna,Stellungnahme zum Vorstoss liegt vor,Pilzvergiftungen in der Schweiz. Eine Blackbox,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253312,2025-03-21,Schlatter Marionna,Baumann Kilian,Brenzikofer Florence,Clivaz Christophe,Glättli Balthasar,Gysin Greta,Kälin Irène,Klopfenstein Broggini Delphine,Prelicz-Huber Katharina,Ryser Franziska,Schneider Meret,Töngi Michael,Weichelt Manuela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,349,358,424,383,98,396,329,403,411,346,350,334,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25.3305,Interpellation,de Montmollin Simone,Erledigt,Fischbesatz in Fliessgewässern. Mehr Kompetenzen für die Kantone,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253305,2025-03-21,de Montmollin Simone,Candinas Martin,Cottier Damien,Farinelli Alex,Reimann Lukas,Wehrli Laurent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,390,65,388,393,172,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25.3220,Interpellation,Weichelt Manuela,Stellungnahme zum Vorstoss liegt vor,Wie integriert der Bundesrat die prognostizierten Kosten des Biodiversitätsverlusts in seiner Finanzplanung?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253220,2025-03-20,Weichelt Manuela,Andrey Gerhard,Arslan Sibel,Baumann Kilian,Brenzikofer Florence,Candan Hasan,Clivaz Christophe,Fivaz Fabien,Glättli Balthasar,Klopfenstein Broggini Delphine,Prelicz-Huber Katharina,Roth David,Schlatter Marionna,Schneider Meret,Seiler Graf Priska,Töngi Michael,Trede Aline,Wettstein Felix,Wyss Sarah,Zybach Ursula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,386,371,264,358,424,449,383,395,98,403,411,484,349,350,304,334,198,354,426,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4676,Interpellation,Clivaz Christophe,Stellungnahme zum Vorstoss liegt vor,Postwachstumsökonomie. Haltung des Bundesrates,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244676,2024-12-20,Clivaz Christophe,Candan Hasan,Michaud Gigon Sophie,Ryser Franziska,Schlatter Marionna,Trede Aline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,383,449,367,346,349,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4668,Interpellation,Ryser Franziska,Stellungnahme zum Vorstoss liegt vor,PFAS-Belastung in der Umwelt,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244668,2024-12-20,Ryser Franziska,Glättli Balthasar,Kälin Irène,Klopfenstein Broggini Delphine,Töngi Michael,Trede Aline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,346,98,329,403,334,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4662,Interpellation,Schlatter Marionna,Erledigt,Holz-Recycling. Gerne mehr davon!,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244662,2024-12-20,Schlatter Marionna,Arslan Sibel,Brenzikofer Florence,Clivaz Christophe,Fivaz Fabien,Glättli Balthasar,Kälin Irène,Klopfenstein Broggini Delphine,Michaud Gigon Sophie,Porchet Léonore,Prelicz-Huber Katharina,Ryser Franziska,Schneider Meret,Töngi Michael,Trede Aline,Walder Nicolas,Weichelt Manuela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,349,264,424,383,395,98,329,403,367,410,411,346,350,334,198,422,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4661,Interpellation,Schlatter Marionna,Erledigt,Entwaldungsverordnung der EU. Wann folgen die gesetzlichen Anpassungen in der Schweiz?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244661,2024-12-20,Schlatter Marionna,Arslan Sibel,Brenzikofer Florence,Clivaz Christophe,Fivaz Fabien,Glättli Balthasar,Kälin Irène,Michaud Gigon Sophie,Prelicz-Huber Katharina,Ryser Franziska,Schneider Meret,Töngi Michael,Walder Nicolas,Weichelt Manuela,Wettstein Felix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,349,264,424,383,395,98,329,367,411,346,350,334,422,386,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4658,Interpellation,Schlatter Marionna,Erledigt,Fashion und Ultra Fast Fashion. Wie geht die Schweiz damit um?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244658,2024-12-20,Schlatter Marionna,Arslan Sibel,Badertscher Christine,Brenzikofer Florence,Clivaz Christophe,Fivaz Fabien,Michaud Gigon Sophie,Ryser Franziska,Schneider Meret,Töngi Michael,Walder Nicolas,Weichelt Manuela,Wettstein Felix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,349,264,355,424,383,395,367,346,350,334,422,386,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4561,Interpellation,Candan Hasan,Stellungnahme zum Vorstoss liegt vor,Unzureichender Aktionsplan Biodiversität II. Weshalb ignoriert der Bundesrat Fakten und die Empfehlungen des Berichtes der GPK-S?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244561,2024-12-20,Candan Hasan,Alijaj Islam,Brenzikofer Florence,Clivaz Christophe,Crottaz Brigitte,De Ventura Linda,Fehlmann Rielle Laurence,Fivaz Fabien,Friedl Claudia,Glättli Balthasar,Marti Min Li,Mettler Melanie,Michaud Gigon Sophie,Prelicz-Huber Katharina,Roth David,Schläfli Nina,Schneider Meret,Seiler Graf Priska,Töngi Michael,Tuosto Brenda,Walder Nicolas,Weichelt Manuela,Wettstein Felix,Zybach Ursula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,449,443,424,383,330,499,280,395,89,98,293,NA,367,411,484,487,350,304,334,494,422,386,354,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4555,Interpellation,Candan Hasan,Erledigt,Biodiversität auch im Grundwasser erfassen,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244555,2024-12-20,Candan Hasan,Alijaj Islam,Brizzi Simona,Clivaz Christophe,Crottaz Brigitte,De Ventura Linda,Fivaz Fabien,Friedl Claudia,Glättli Balthasar,Grossen Jürg,Klopfenstein Broggini Delphine,Mettler Melanie,Michaud Gigon Sophie,Molina Fabian,Prelicz-Huber Katharina,Pult Jon,Roth David,Rumy Farah,Schläfli Nina,Schneider Meret,Seiler Graf Priska,Töngi Michael,Tschopp Jean,Tuosto Brenda,Walder Nicolas,Weichelt Manuela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,449,443,NA,383,330,499,395,89,98,106,403,NA,367,332,411,378,484,486,487,350,304,334,459,494,422,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4445,Interpellation,Hurni Baptiste,Erledigt,Sozioökonomische Situation der Fischerinnen und Fischer in der Schweiz. Welche Förderungs- und Unterstützungsmassnahmen?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244445,2024-12-18,Hurni Baptiste,Broulis Pascal,Crevoisier Crelier Mathilde,Maillard Pierre-Yves,Poggia Mauro,Sommaruga Carlo,Vara Céline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,438,NA,NA,192,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
